source_taxon_name,interaction_type,target_taxon_name,latitude,longitude
Coccinelidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Coccinelidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Entypus,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Carposcalis punctulata,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Carposcalis punctulata,visitsFlowersOf,Discaria,-42.74852,-72.61002
Carposcalis punctulata,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Cantharidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Bibionidae,visitsFlowersOf,Grindelia chiloensis,-42.74852,-72.61002
Bibionidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Syrphidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Syrphidae,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Ocyptamus meridionalis,visitsFlowersOf,Discaria,-42.74852,-72.61002
Geometridae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Ephydridae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Microcerella,visitsFlowersOf,Discaria,-42.74852,-72.61002
Carposcalis saltana,visitsFlowersOf,Discaria,-42.74852,-72.61002
Augochloropsis,visitsFlowersOf,Discaria,-42.74852,-72.61002
Anthomyiidae,visitsFlowersOf,Discaria,-42.74852,-72.61002
Alipumilio,visitsFlowersOf,Discaria,-42.74852,-72.61002
Prionyx,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Oxybelus,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Notiphila,visitsFlowersOf,Baccharis angustifolia,-42.74852,-72.61002
Minettia semifulva,visitsFlowersOf,Rosa eglanteria,-41,-71.5
Minettia semifulva,visitsFlowersOf,Mutisia decurrens,-41,-71.5
Minettia semifulva,visitsFlowersOf,Alstroemeria aurea,-41,-71.5
Falco sparverius,eats,Scorpiones,-37.95453,-72.43438
Falco sparverius,eats,Coleoptera,-37.95453,-72.43438
Falco sparverius,eats,Antandrus,-37.95453,-72.43438
Falco sparverius,eats,Lepidoptera,-37.95453,-72.43438
Falco sparverius,eats,Hymenoptera,-37.95453,-72.43438
Falco sparverius,eats,Liolaemus,-37.95453,-72.43438
Falco sparverius,eats,Carabidae,-37.95453,-72.43438
Falco sparverius,eats,Diptera,-37.95453,-72.43438
Falco sparverius,eats,Arachnida,-37.95453,-72.43438
Falco sparverius,eats,Akodon olivaceus,-37.95453,-72.43438
Caracara cheriway,eats,Coleoptera,-37.95453,-72.43438
Caracara cheriway,eats,Lepidoptera,-37.95453,-72.43438
Caracara cheriway,eats,Elateridae,-37.95453,-72.43438
Caracara cheriway,eats,Lumbricidae,-37.95453,-72.43438
Parabuteo unicinctus,eats,Liolaemus,-37.95453,-72.43438
Parabuteo unicinctus,eats,Rattus,-37.95453,-72.43438
Parabuteo unicinctus,eats,Oryctolagus cuniculus,-37.95453,-72.43438
Elanus leucurus,eats,Liolaemus,-37.95453,-72.43438
